# Samples Generated by Stan
#
# stan_version_major=1
# stan_version_minor=2
# stan_version_patch=0
# data=linear_model.data.R
# init=random initialization
# append_samples=0
# save_warmup=0
# seed=2575924837
# chain_id=1
# iter=2000
# warmup=1000
# thin=1
# nondiag_mass=0
# equal_step_sizes=0
# leapfrog_steps=-1
# max_treedepth=10
# epsilon=-1
# epsilon_pm=0
# delta=0.5
# gamma=0.05
#
lp__,treedepth__,stepsize__,alpha,beta,sigma_noise
# (mcmc::nuts_diag) adaptation finished
# step size=7.45438
# parameter step size multipliers:
# 0.269844,1.70439,0.14908
-1.66359,2,7.45438,0.88213,15.8474,9.13773
-2.50179,2,7.45438,-0.919383,15.8924,4.08791
-2.50179,2,7.45438,-0.919383,15.8924,4.08791
-0.112941,2,7.45438,0.410043,14.0434,12.3459
-0.112941,2,7.45438,0.410043,14.0434,12.3459
-0.112941,1,7.45438,0.410043,14.0434,12.3459
-0.886383,3,7.45438,0.9043,-5.48441,13.9322
-1.54993,2,7.45438,-0.893433,12.2241,5.07084
-1.54993,3,7.45438,-0.893433,12.2241,5.07084
-1.11171,2,7.45438,-0.718291,-17.1925,8.79678
-2.3018,2,7.45438,0.949877,2.00968,2.14822
-2.92946,2,7.45438,0.916931,10.4911,1.17643
-0.0689776,2,7.45438,0.574895,9.97777,15.6611
-0.0689776,2,7.45438,0.574895,9.97777,15.6611
-0.0689776,2,7.45438,0.574895,9.97777,15.6611
-0.0689776,1,7.45438,0.574895,9.97777,15.6611
-0.0689776,2,7.45438,0.574895,9.97777,15.6611
-0.0689776,2,7.45438,0.574895,9.97777,15.6611
0.134211,2,7.45438,-0.626243,-7.89591,6.26702
0.134211,1,7.45438,-0.626243,-7.89591,6.26702
0.594351,2,7.45438,-0.342383,8.70528,8.97453
-3.21493,1,7.45438,-0.683205,-2.30378,0.155053
-1.51843,2,7.45438,-0.247862,4.05772,0.507651
-3.60557,1,7.45438,-0.865354,8.98901,0.32547
-1.01833,2,7.45438,0.726257,0.554995,1.55376
-1.44607,1,7.45438,0.851621,-15.7124,8.44619
-2.10745,1,7.45438,0.757236,-19.1999,3.89419
0.0497414,2,7.45438,0.0835671,-14.0125,12.7711
0.792491,2,7.45438,0.372441,-5.48563,11.3095
0.792491,0,7.45438,0.372441,-5.48563,11.3095
0.684012,2,7.45438,-0.482737,5.31981,8.70963
-0.0720582,2,7.45438,-0.371725,12.1091,5.13081
-1.7846,1,7.45438,-0.704748,18.6755,4.17219
-0.830831,2,7.45438,0.847738,11.5177,10.7297
-0.486311,2,7.45438,-0.681509,-13.1524,13.3815
-0.486311,2,7.45438,-0.681509,-13.1524,13.3815
-1.08029,2,7.45438,0.682586,8.32143,1.83202
-1.75787,2,7.45438,0.963427,1.33524,5.73891
-1.75787,2,7.45438,0.963427,1.33524,5.73891
-2.45686,2,7.45438,-0.975692,4.9402,4.47915
-1.48039,2,7.45438,-0.906516,10.0639,16.4437
-0.58701,2,7.45438,-0.671397,-10.5988,18.0085
0.289266,1,7.45438,-0.475624,-6.6494,4.8482
-1.01597,2,7.45438,-0.68598,3.18732,1.45776
0.571724,2,7.45438,0.240913,-1.36036,17.4723
0.194682,2,7.45438,0.657245,2.61571,5.03583
0.194682,1,7.45438,0.657245,2.61571,5.03583
0.070108,2,7.45438,-0.658598,3.30902,16.9939
0.070108,2,7.45438,-0.658598,3.30902,16.9939
1.03004,1,7.45438,-0.225025,-2.32633,9.88731
1.03004,1,7.45438,-0.225025,-2.32633,9.88731
1.03004,1,7.45438,-0.225025,-2.32633,9.88731
1.03004,2,7.45438,-0.225025,-2.32633,9.88731
1.03004,1,7.45438,-0.225025,-2.32633,9.88731
1.03004,1,7.45438,-0.225025,-2.32633,9.88731
-0.118452,2,7.45438,0.486171,-7.5157,3.25773
-5.56596,2,7.45438,0.999025,6.189,15.2271
-7.14872,1,7.45438,0.999754,10.3112,6.97647
-7.14872,1,7.45438,0.999754,10.3112,6.97647
-8.78723,2,7.45438,0.999967,7.24165,10.1254
-8.32419,1,7.45438,0.999949,6.80288,9.79489
0.217809,2,7.45438,-0.612413,-4.87275,5.11689
0.217809,1,7.45438,-0.612413,-4.87275,5.11689
-2.06936,2,7.45438,0.427948,-4.57488,0.343773
-0.857456,2,7.45438,-0.451751,5.41359,1.24515
-0.432018,1,7.45438,0.455128,0.567083,1.66486
-0.432018,1,7.45438,0.455128,0.567083,1.66486
-0.432018,1,7.45438,0.455128,0.567083,1.66486
0.0115936,2,7.45438,0.419317,5.6312,3.01301
0.672773,2,7.45438,-0.299105,2.29457,5.01321
-0.824446,2,7.45438,0.0462327,-6.7223,1.10843
-1.72389,2,7.45438,0.822712,1.60084,1.12917
-1.2214,2,7.45438,-0.928954,-0.301423,16.2877
0.457732,2,7.45438,-0.391205,4.91866,4.70968
0.457732,1,7.45438,-0.391205,4.91866,4.70968
-1.59994,2,7.45438,0.831353,15.9864,5.46766
-2.98533,1,7.45438,0.894627,22.269,9.97905
-1.3922,2,7.45438,-0.832566,-15.0043,5.99766
-0.463312,2,7.45438,-0.830219,-8.89678,10.6955
-1.00351,2,7.45438,0.879665,-1.22918,3.48381
-1.77569,1,7.45438,-0.486644,18.5001,2.54072
-1.8746,2,7.45438,0.485931,-9.89602,0.65764
-2.37845,2,7.45438,-0.488068,13.9979,0.65038
-2.97722,1,7.45438,0.479717,17.786,0.645581
-2.97195,2,7.45438,-0.716937,-22.0525,2.47836
-1.71308,2,7.45438,0.77103,14.8037,2.77274
-3.35847,1,7.45438,0.8228,20.6205,1.84256
